date,global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder,rr,nbjrr1,nbjrr5,nbjrr10,nbjbrou
2007-07-14,1288.17,258.45,241.2919,3.894,3775.0,1968.0,6604.0,9122.5,78.05,12.667,5.167,3.5,0.0
2007-07-15,1037.18,294.77,240.565,3.2301,862.0,632.0,5585.0,10207.3333,78.05,12.667,5.167,3.5,0.0
2007-07-16,853.674,233.96,236.5072,2.6606,830.0,695.0,4176.0,8526.9,78.05,12.667,5.167,3.5,0.0
2007-07-17,719.632,176.088,234.7413,2.2762,848.0,694.0,3335.0,7116.8667,78.05,12.667,5.167,3.5,0.0
2007-07-18,757.082,156.514,231.0882,2.3868,909.0,671.0,4628.0,6410.0333,78.05,12.667,5.167,3.5,0.0
2007-07-19,677.886,187.012,234.2619,2.1439,1068.0,703.0,3130.0,6397.1,78.05,12.667,5.167,3.5,0.0
2007-07-20,1110.422,223.118,235.5689,3.4517,2111.0,2418.0,4765.0,9213.0333,78.05,12.667,5.167,3.5,0.0
2007-07-21,1060.248,236.158,234.2566,3.2915,428.0,512.0,7756.0,8974.8,78.05,12.667,5.167,3.5,0.0
2007-07-22,1377.26,218.756,235.9621,4.2285,7091.0,2136.0,5573.0,8154.3333,78.05,12.667,5.167,3.5,0.0
2007-07-23,991.018,143.77,234.5009,3.076,1747.0,1288.0,3847.0,9634.9667,78.05,12.667,5.167,3.5,0.0
2007-07-24,825.284,112.81,235.363,2.551,0.0,1607.0,5599.0,6548.7333,78.05,12.667,5.167,3.5,0.0
2007-07-25,472.56,108.234,235.641,1.4793,0.0,151.0,2333.0,5392.0,78.05,12.667,5.167,3.5,0.0
2007-07-26,924.5,115.092,234.9437,2.8382,975.0,3633.0,4346.0,6454.3333,78.05,12.667,5.167,3.5,0.0
2007-07-27,1202.514,120.456,235.5537,3.6233,1837.0,49.0,7157.0,10998.9,78.05,12.667,5.167,3.5,0.0
2007-07-28,1621.862,178.73,235.5072,4.9417,907.0,10265.0,6559.0,9300.0333,78.05,12.667,5.167,3.5,0.0
2007-07-29,321.116,118.576,235.712,1.0335,0.0,0.0,1288.0,4063.9333,78.05,12.667,5.167,3.5,0.0
2007-07-30,466.816,129.492,235.5302,1.4672,0.0,0.0,2528.0,5252.2667,78.05,12.667,5.167,3.5,0.0
2007-07-31,812.332,145.786,234.9148,2.5025,3277.0,0.0,3575.0,6686.8667,78.05,12.667,5.167,3.5,0.0
2007-08-01,1064.496,145.16,235.0311,3.2206,1583.0,0.0,9812.0,6346.6,144.96,13.8,7.2,4.4,0.0
2007-08-02,1019.416,144.954,234.8566,3.0871,482.0,0.0,6869.0,9639.2667,144.96,13.8,7.2,4.4,0.0
2007-08-03,1063.364,125.388,234.4856,3.2072,958.0,0.0,9139.0,7625.7333,144.96,13.8,7.2,4.4,0.0
2007-08-04,1144.99,139.226,235.2572,3.4524,552.0,398.0,7966.0,10167.1667,144.96,13.8,7.2,4.4,0.0
2007-08-05,787.098,151.254,235.1153,2.4368,169.0,0.0,6647.0,6302.3,144.96,13.8,7.2,4.4,0.0
2007-08-06,1089.72,154.434,234.7027,3.3171,1096.0,0.0,7985.0,9081.0,144.96,13.8,7.2,4.4,0.0
2007-08-07,1483.58,131.182,234.5539,4.426,437.0,2168.0,9042.0,13079.3333,144.96,13.8,7.2,4.4,0.0
2007-08-08,1125.482,119.096,234.5124,3.3806,1055.0,1111.0,9660.0,6932.0333,144.96,13.8,7.2,4.4,0.0
2007-08-09,1071.68,109.474,234.2144,3.2724,182.0,4515.0,6646.0,6518.3333,144.96,13.8,7.2,4.4,0.0
2007-08-10,1028.01,117.656,234.4888,3.1297,336.0,2651.0,8287.0,5859.5,144.96,13.8,7.2,4.4,0.0
2007-08-11,1091.65,115.77,234.9802,3.2857,1180.0,910.0,10339.0,5765.1667,144.96,13.8,7.2,4.4,0.0
2007-08-12,1241.904,127.776,235.6649,3.7428,1123.0,1156.0,8582.0,9837.4,144.96,13.8,7.2,4.4,0.0
2007-08-13,1153.012,130.94,235.2166,3.4488,93.0,476.0,11101.0,7546.8667,144.96,13.8,7.2,4.4,0.0
2007-08-14,941.19,132.01,237.0764,2.8542,951.0,685.0,6256.0,7794.5,144.96,13.8,7.2,4.4,0.0
2007-08-15,1191.86,159.764,239.9934,3.5421,338.0,508.0,9787.0,9231.3333,144.96,13.8,7.2,4.4,0.0
2007-08-16,958.496,131.532,239.7377,2.8439,962.0,0.0,7476.0,7536.9333,144.96,13.8,7.2,4.4,0.0
2007-08-17,1009.892,127.388,240.494,2.9815,244.0,0.0,7769.0,8818.5333,144.96,13.8,7.2,4.4,0.0
2007-08-18,347.96,119.24,241.2796,1.0789,0.0,0.0,1830.0,3969.3333,144.96,13.8,7.2,4.4,0.0
2007-08-19,1422.294,160.018,239.9537,4.2619,1025.0,8912.0,5989.0,7778.9,144.96,13.8,7.2,4.4,0.0
2007-08-20,1338.842,155.88,241.3007,3.9633,1032.0,6965.0,7383.0,6934.0333,144.96,13.8,7.2,4.4,0.0
2007-08-21,642.556,157.308,240.5731,1.9611,0.0,38.0,3296.0,7375.2667,144.96,13.8,7.2,4.4,0.0
2007-08-22,1209.808,154.288,240.8173,3.5712,3048.0,1836.0,7241.0,8038.4667,144.96,13.8,7.2,4.4,0.0
2007-08-23,1112.312,157.954,240.6473,3.3303,2502.0,259.0,5342.0,10435.5333,144.96,13.8,7.2,4.4,0.0
2007-08-24,1656.504,262.812,240.4948,4.9361,1891.0,3784.0,9944.0,11989.4,144.96,13.8,7.2,4.4,0.0
2007-08-25,1150.88,272.548,239.8598,3.5538,4149.0,2191.0,5678.0,7163.3333,144.96,13.8,7.2,4.4,0.0
2007-08-26,1314.906,299.388,239.9509,4.0126,1541.0,3645.0,5658.0,11071.1,144.96,13.8,7.2,4.4,0.0
2007-08-27,1211.73,299.084,239.9236,3.6912,2305.0,1229.0,6344.0,10317.5,144.96,13.8,7.2,4.4,0.0
2007-08-28,997.004,181.114,239.5499,2.9961,1038.0,2468.0,5483.0,7627.7333,144.96,13.8,7.2,4.4,0.0
2007-08-29,747.992,175.426,240.745,2.2796,957.0,562.0,4932.0,6015.5333,144.96,13.8,7.2,4.4,0.0
2007-08-30,1202.458,191.048,240.5732,3.6043,3822.0,2580.0,4221.0,9417.9667,144.96,13.8,7.2,4.4,0.0
2007-08-31,1279.822,187.256,239.9857,3.7885,1200.0,666.0,8738.0,10726.3667,144.96,13.8,7.2,4.4,0.0
2007-09-01,1701.486,289.846,239.3557,5.0654,2497.0,569.0,9733.0,15559.1,18.3,4.667,1.333,0.0,0.0
2007-09-02,1662.468,231.598,240.0453,5.0172,3613.0,1617.0,8806.0,13671.8,18.3,4.667,1.333,0.0,0.0
2007-09-03,1038.922,188.422,239.6203,3.1307,621.0,2515.0,5323.0,8856.3667,18.3,4.667,1.333,0.0,0.0
2007-09-04,1584.944,179.626,239.6597,4.756,2928.0,3501.0,9821.0,10165.7333,18.3,4.667,1.333,0.0,0.0
2007-09-05,1236.572,148.864,239.1482,3.6976,0.0,4144.0,6705.0,9760.5333,18.3,4.667,1.333,0.0,0.0
2007-09-06,901.474,172.026,239.34,2.7522,0.0,3888.0,3461.0,7675.5667,18.3,4.667,1.333,0.0,0.0
2007-09-07,1336.496,181.738,239.0317,4.0072,3632.0,551.0,9388.0,8703.9333,18.3,4.667,1.333,0.0,0.0
2007-09-08,1469.752,186.33,239.7304,4.3919,3339.0,1801.0,9164.0,10191.8667,18.3,4.667,1.333,0.0,0.0
2007-09-09,1679.502,209.152,238.9221,5.054,2184.0,4438.0,9233.0,12136.7,18.3,4.667,1.333,0.0,0.0
2007-09-10,1117.376,177.498,239.3887,3.3638,935.0,595.0,5613.0,11479.9333,18.3,4.667,1.333,0.0,0.0
2007-09-11,983.572,151.764,240.072,2.9521,943.0,550.0,5792.0,9107.8667,18.3,4.667,1.333,0.0,0.0
2007-09-12,1287.764,171.794,240.0151,3.86,0.0,3217.0,7755.0,10490.7333,18.3,4.667,1.333,0.0,0.0
2007-09-13,1146.382,165.958,239.3098,3.4644,1175.0,2523.0,3853.0,11555.3667,18.3,4.667,1.333,0.0,0.0
2007-09-14,1135.47,183.126,239.3019,3.4447,901.0,676.0,5804.0,11543.5,18.3,4.667,1.333,0.0,0.0
2007-09-15,1095.312,184.466,240.002,3.2782,0.0,1449.0,6464.0,10342.2,18.3,4.667,1.333,0.0,0.0
2007-09-16,1652.224,192.352,239.5605,4.9662,3118.0,3064.0,9310.0,12045.0667,18.3,4.667,1.333,0.0,0.0
2007-09-17,1461.186,202.314,239.2148,4.4135,6651.0,926.0,6279.0,10497.1,18.3,4.667,1.333,0.0,0.0
2007-09-18,1167.52,147.132,238.2607,3.5128,1888.0,2029.0,5425.0,10116.6667,18.3,4.667,1.333,0.0,0.0
2007-09-19,1298.684,151.794,240.3052,3.8833,0.0,2743.0,7937.0,10964.7333,18.3,4.667,1.333,0.0,0.0
2007-09-20,1255.532,132.908,239.715,3.721,1056.0,489.0,9996.0,9384.5333,18.3,4.667,1.333,0.0,0.0
2007-09-21,1238.78,152.834,239.3815,3.7326,3130.0,2745.0,6316.0,8455.3333,18.3,4.667,1.333,0.0,0.0
2007-09-22,1176.172,183.432,239.483,3.5151,944.0,1311.0,7688.0,9659.8667,18.3,4.667,1.333,0.0,0.0
2007-09-23,1417.97,242.974,239.5004,4.28,2831.0,1929.0,7382.0,11490.8333,18.3,4.667,1.333,0.0,0.0
2007-09-24,1354.53,197.624,238.6006,4.0787,929.0,3935.0,7955.0,9756.5,18.3,4.667,1.333,0.0,0.0
2007-09-25,1764.342,130.078,238.0996,5.2064,916.0,2253.0,9820.0,16416.7,18.3,4.667,1.333,0.0,0.0
2007-09-26,1829.532,169.228,239.4198,5.391,1058.0,9417.0,5695.0,14322.2,18.3,4.667,1.333,0.0,0.0
2007-09-27,1392.6,150.71,239.5671,4.0778,1066.0,643.0,7324.0,14177.0,18.3,4.667,1.333,0.0,0.0
2007-09-28,1680.498,222.718,239.4624,4.9942,996.0,3722.0,9952.0,13338.3,18.3,4.667,1.333,0.0,0.0
2007-09-29,2296.522,182.122,239.1401,6.7932,4085.0,7457.0,8190.0,18543.3667,18.3,4.667,1.333,0.0,0.0
2007-09-30,1516.29,163.588,240.0648,4.4525,1405.0,582.0,10225.0,13059.5,18.3,4.667,1.333,0.0,0.0
2007-10-01,1720.922,146.734,239.2399,5.0737,1507.0,6622.0,5960.0,14593.0333,59.88,4.6,3.6,2.4,0.4
2007-10-02,2198.864,161.828,238.4938,6.474,508.0,8022.0,12815.0,15302.7333,59.88,4.6,3.6,2.4,0.4
2007-10-03,1280.454,157.738,239.2611,3.8,979.0,5024.0,3692.0,11645.9,59.88,4.6,3.6,2.4,0.4
2007-10-04,1518.458,138.448,239.2051,4.4546,2400.0,444.0,9710.0,12753.6333,59.88,4.6,3.6,2.4,0.4
2007-10-05,1394.092,150.636,238.8271,4.0897,0.0,351.0,9425.0,13458.8667,59.88,4.6,3.6,2.4,0.4
2007-10-06,1756.24,186.192,238.3807,5.1676,4840.0,347.0,9666.0,14417.6667,59.88,4.6,3.6,2.4,0.4
2007-10-07,2106.114,153.178,238.8263,6.2079,2498.0,8255.0,10886.0,13462.9,59.88,4.6,3.6,2.4,0.4
2007-10-08,1095.242,121.896,239.0965,3.2311,0.0,420.0,5082.0,12752.0333,59.88,4.6,3.6,2.4,0.4
2007-10-09,1687.858,159.802,238.8791,4.9824,2034.0,2147.0,9290.0,14659.9667,59.88,4.6,3.6,2.4,0.4
2007-10-10,1166.972,132.752,239.4212,3.4886,1863.0,2117.0,3345.0,12124.5333,59.88,4.6,3.6,2.4,0.4
2007-10-11,1732.446,153.108,238.4442,5.109,2630.0,414.0,7806.0,18024.1,59.88,4.6,3.6,2.4,0.4
2007-10-12,1914.504,137.984,238.4813,5.6671,1020.0,5028.0,11659.0,14201.4,59.88,4.6,3.6,2.4,0.4
2007-10-13,1926.728,125.204,238.7654,5.7007,969.0,3799.0,8463.0,18881.1333,59.88,4.6,3.6,2.4,0.4
2007-10-14,2061.252,150.05,239.101,6.0787,2930.0,7494.0,7126.0,16804.2,59.88,4.6,3.6,2.4,0.4
2007-10-15,1266.33,118.182,239.2927,3.7219,1061.0,339.0,7654.0,12051.5,59.88,4.6,3.6,2.4,0.4
2007-10-16,1964.442,185.414,238.8626,5.8232,0.0,7871.0,9876.0,14993.7,59.88,4.6,3.6,2.4,0.4
2007-10-17,1576.93,136.4,239.1921,4.6369,1065.0,453.0,8968.0,15796.1667,59.88,4.6,3.6,2.4,0.4
2007-10-18,1518.53,122.5,239.8003,4.4338,1162.0,317.0,9864.0,13965.8333,59.88,4.6,3.6,2.4,0.4
2007-10-19,2085.648,121.478,239.6522,6.1032,1299.0,3124.0,11648.0,18689.8,59.88,4.6,3.6,2.4,0.4
2007-10-20,1660.246,139.544,241.8248,4.8147,2363.0,296.0,13225.0,11786.7667,59.88,4.6,3.6,2.4,0.4
2007-10-21,1941.94,154.028,241.4907,5.7017,3712.0,4357.0,7313.0,16983.6667,59.88,4.6,3.6,2.4,0.4
2007-10-22,1652.896,116.41,240.5454,4.8058,0.0,299.0,13027.0,14222.2667,59.88,4.6,3.6,2.4,0.4
2007-10-23,1958.404,128.3,241.2323,5.715,1067.0,5186.0,10680.0,15707.0667,59.88,4.6,3.6,2.4,0.4
2007-10-24,1865.636,146.782,240.8083,5.4732,4459.0,364.0,9115.0,17155.9333,59.88,4.6,3.6,2.4,0.4
2007-10-25,1853.918,132.2,240.4726,5.4136,1478.0,2433.0,7385.0,19602.6333,59.88,4.6,3.6,2.4,0.4
2007-10-26,1437.568,109.676,240.6809,4.3658,0.0,348.0,5766.0,17845.4667,59.88,4.6,3.6,2.4,0.4
2007-10-27,1785.688,109.186,240.2012,5.3092,1374.0,4856.0,8949.0,14582.4667,59.88,4.6,3.6,2.4,0.4
2007-10-28,512.158,92.298,240.8661,1.4853,0.0,283.0,1765.0,6487.9667,59.88,4.6,3.6,2.4,0.4
2007-10-29,545.428,86.998,241.1933,1.5744,0.0,269.0,2749.0,6072.4667,59.88,4.6,3.6,2.4,0.4
2007-10-30,811.008,89.84,240.6259,2.3514,0.0,1935.0,4256.0,7325.8,59.88,4.6,3.6,2.4,0.4
2007-10-31,1283.21,107.2,240.339,3.7424,0.0,4700.0,8915.0,7771.8333,59.88,4.6,3.6,2.4,0.4
2007-11-01,496.216,85.046,240.9384,1.436,0.0,293.0,1991.0,5986.2667,37.75,8.0,2.833,0.0,0.0
2007-11-02,1443.602,93.362,239.349,4.2026,1346.0,2115.0,12245.0,8354.0333,37.75,8.0,2.833,0.0,0.0
2007-11-03,492.55,88.124,240.1905,1.4343,0.0,282.0,1936.0,5991.1667,37.75,8.0,2.833,0.0,0.0
2007-11-04,1485.686,138.802,240.2055,4.384,0.0,4387.0,7068.0,13306.4333,37.75,8.0,2.833,0.0,0.0
2007-11-05,1500.592,131.35,239.6591,4.3962,1265.0,397.0,6583.0,16764.8667,37.75,8.0,2.833,0.0,0.0
2007-11-06,2082.378,200.526,238.702,6.1499,1105.0,5515.0,10690.0,17396.3,37.75,8.0,2.833,0.0,0.0
2007-11-07,1844.758,193.52,239.5649,5.4811,5042.0,301.0,6374.0,19028.9667,37.75,8.0,2.833,0.0,0.0
2007-11-08,1501.06,134.698,240.7526,4.435,1715.0,314.0,6500.0,16488.6667,37.75,8.0,2.833,0.0,0.0
2007-11-09,2171.226,113.242,238.7154,6.3672,0.0,4573.0,15375.0,16239.1,37.75,8.0,2.833,0.0,0.0
2007-11-10,2611.6,237.652,239.1104,7.7069,3697.0,304.0,13767.0,25758.6667,37.75,8.0,2.833,0.0,0.0
2007-11-11,1887.124,185.61,240.2603,5.5406,3445.0,320.0,6024.0,21663.0667,37.75,8.0,2.833,0.0,0.0
2007-11-12,2156.146,137.468,239.8256,6.2719,1018.0,4165.0,13281.0,17471.7667,37.75,8.0,2.833,0.0,0.0
2007-11-13,2214.398,140.952,241.123,6.4535,978.0,4933.0,11076.0,19919.6333,37.75,8.0,2.833,0.0,0.0
2007-11-14,2047.994,141.59,239.946,5.9407,1055.0,295.0,16345.0,16438.2333,37.75,8.0,2.833,0.0,0.0
2007-11-15,1491.988,133.066,239.985,4.3964,1606.0,571.0,7503.0,15186.4667,37.75,8.0,2.833,0.0,0.0
2007-11-16,2309.754,123.978,240.9835,6.7181,1991.0,4660.0,13564.0,18280.9,37.75,8.0,2.833,0.0,0.0
2007-11-17,2610.094,168.03,240.6034,7.5989,2588.0,2199.0,14990.0,23724.5667,37.75,8.0,2.833,0.0,0.0
2007-11-18,2183.858,161.762,242.2605,6.3476,5201.0,2097.0,7066.0,22033.6333,37.75,8.0,2.833,0.0,0.0
2007-11-19,1723.654,112.03,242.7664,5.0062,1089.0,253.0,10750.0,16635.5667,37.75,8.0,2.833,0.0,0.0
2007-11-20,2095.856,124.832,241.3388,6.0904,1015.0,3954.0,11026.0,18935.9333,37.75,8.0,2.833,0.0,0.0
2007-11-21,1755.212,131.612,241.4951,5.1211,1141.0,549.0,9473.0,18090.5333,37.75,8.0,2.833,0.0,0.0
2007-11-22,1932.378,143.108,241.565,5.6562,2867.0,297.0,9001.0,20041.3,37.75,8.0,2.833,0.0,0.0
2007-11-23,2522.618,138.912,240.7224,7.3407,2168.0,6181.0,13685.0,20009.6333,37.75,8.0,2.833,0.0,0.0
2007-11-24,1899.054,150.512,241.8027,5.5126,1573.0,4131.0,13451.0,12495.9,37.75,8.0,2.833,0.0,0.0
2007-11-25,1395.598,122.776,242.6612,4.0867,3556.0,279.0,5678.0,13746.9667,37.75,8.0,2.833,0.0,0.0
2007-11-26,1569.716,117.05,241.1165,4.6014,1088.0,288.0,8926.0,15859.9333,37.75,8.0,2.833,0.0,0.0
2007-11-27,2801.012,139.994,241.3211,8.1562,1063.0,11020.0,15111.0,19489.5333,37.75,8.0,2.833,0.0,0.0
2007-11-28,1644.94,115.442,242.8948,4.7756,1182.0,769.0,7810.0,17654.6667,37.75,8.0,2.833,0.0,0.0
2007-11-29,1719.452,118.71,242.7323,5.0157,2031.0,283.0,8818.0,17525.5333,37.75,8.0,2.833,0.0,0.0
2007-11-30,2331.728,147.28,243.4878,6.7572,0.0,7941.0,13601.0,17320.1333,37.75,8.0,2.833,0.0,0.0
2007-12-01,3134.942,288.892,240.2661,9.1915,9356.0,353.0,17847.0,24693.0333,53.283,9.167,4.333,1.167,0.0
2007-12-02,2946.188,325.082,240.73,8.6186,2090.0,6915.0,10636.0,29462.1333,53.283,9.167,4.333,1.167,0.0
2007-12-03,1762.06,131.914,241.0796,5.1656,1141.0,299.0,10428.0,17499.6667,53.283,9.167,4.333,1.167,0.0
2007-12-04,2067.636,145.016,241.536,6.0451,1012.0,5828.0,8561.0,19059.6,53.283,9.167,4.333,1.167,0.0
2007-12-05,2153.12,178.398,241.2279,6.3482,3422.0,295.0,10919.0,21249.3333,53.283,9.167,4.333,1.167,0.0
2007-12-06,2487.934,161.936,239.7101,7.3379,4751.0,318.0,11908.0,24488.5667,53.283,9.167,4.333,1.167,0.0
2007-12-07,1769.016,147.64,240.671,5.1579,459.0,3710.0,10263.0,15051.6,53.283,9.167,4.333,1.167,0.0
2007-12-08,2213.404,154.34,239.5599,6.5081,1133.0,2354.0,12283.0,21120.0667,53.283,9.167,4.333,1.167,0.0
2007-12-09,2274.584,200.936,239.9151,6.7015,4176.0,2428.0,8728.0,22577.7333,53.283,9.167,4.333,1.167,0.0
2007-12-10,1758.754,125.012,241.9038,5.1746,1102.0,278.0,8281.0,19651.5667,53.283,9.167,4.333,1.167,0.0
2007-12-11,2305.104,133.698,241.4602,6.7122,1050.0,3817.0,12740.0,20811.4,53.283,9.167,4.333,1.167,0.0
2007-12-12,1588.062,116.886,242.4763,4.5911,1152.0,254.0,7759.0,17302.7,53.283,9.167,4.333,1.167,0.0
2007-12-13,1847.746,111.49,241.8273,5.4196,1103.0,1448.0,8911.0,19333.7667,53.283,9.167,4.333,1.167,0.0
2007-12-14,1974.808,179.55,241.9859,5.7578,980.0,3849.0,12941.0,15143.4667,53.283,9.167,4.333,1.167,0.0
2007-12-15,2736.876,157.626,241.2806,7.98,1706.0,3687.0,14313.0,25908.6,53.283,9.167,4.333,1.167,0.0
2007-12-16,2762.218,126.938,242.685,7.9922,3410.0,2281.0,12929.0,27416.9667,53.283,9.167,4.333,1.167,0.0
2007-12-17,1798.422,105.194,242.6257,5.1897,1636.0,243.0,10567.0,17527.7,53.283,9.167,4.333,1.167,0.0
2007-12-18,2623.194,144.08,242.94,7.6021,1123.0,5810.0,11093.0,25693.9,53.283,9.167,4.333,1.167,0.0
2007-12-19,2196.052,109.336,242.7011,6.3344,1233.0,2658.0,11679.0,21030.8667,53.283,9.167,4.333,1.167,0.0
2007-12-20,1949.758,119.434,243.1679,5.6133,1859.0,276.0,13592.0,16768.9667,53.283,9.167,4.333,1.167,0.0
2007-12-21,1982.576,106.47,242.8816,5.7137,1191.0,200.0,12251.0,19400.9333,53.283,9.167,4.333,1.167,0.0
2007-12-22,2611.264,141.314,242.1455,7.5935,3819.0,4550.0,12673.0,22479.0667,53.283,9.167,4.333,1.167,0.0
2007-12-23,2409.048,176.272,242.5579,6.9828,1971.0,3091.0,11962.0,23126.8,53.283,9.167,4.333,1.167,0.0
2007-12-24,2257.848,149.754,242.6504,6.5497,2985.0,2316.0,14350.0,17979.8,53.283,9.167,4.333,1.167,0.0
2007-12-25,2694.968,151.812,242.9809,7.791,4588.0,3368.0,9084.0,27876.1333,53.283,9.167,4.333,1.167,0.0
2007-12-26,2580.28,140.314,242.3924,7.4261,1109.0,2773.0,9480.0,29642.6667,53.283,9.167,4.333,1.167,0.0
2007-12-27,2532.198,190.582,242.1116,7.3958,4122.0,1490.0,7960.0,28631.3,53.283,9.167,4.333,1.167,0.0
2007-12-28,3113.052,206.8,242.2845,9.0306,1980.0,8554.0,15823.0,25527.2,53.283,9.167,4.333,1.167,0.0
2007-12-29,3298.956,199.892,240.5507,9.56,4836.0,2434.0,14906.0,32806.6,53.283,9.167,4.333,1.167,0.0
2007-12-30,2558.916,178.436,242.0992,7.4657,3595.0,3597.0,13485.0,21971.6,53.283,9.167,4.333,1.167,0.0
2007-12-31,2216.542,145.536,241.0948,6.455,0.0,3457.0,14071.0,19414.3667,53.283,9.167,4.333,1.167,0.0
2008-01-01,2759.738,142.508,241.0367,7.9786,2461.0,2739.0,12355.0,28440.6333,55.36,10.4,3.2,2.0,0.2
2008-01-02,1644.106,111.666,242.4175,4.7704,0.0,3094.0,8987.0,15320.7667,55.36,10.4,3.2,2.0,0.2
2008-01-03,1510.108,121.182,243.0775,4.4017,1130.0,846.0,6671.0,16521.4667,55.36,10.4,3.2,2.0,0.2
2008-01-04,2291.852,136.706,241.2734,6.7151,1241.0,5326.0,11752.0,19878.5333,55.36,10.4,3.2,2.0,0.2
2008-01-05,2183.248,129.464,238.8229,6.4468,2113.0,286.0,14591.0,19397.4667,55.36,10.4,3.2,2.0,0.2
2008-01-06,1825.184,116.958,239.4073,5.3901,1966.0,2445.0,7824.0,18184.7333,55.36,10.4,3.2,2.0,0.2
2008-01-07,1695.814,116.172,240.7439,4.9153,1288.0,282.0,10294.0,16399.5667,55.36,10.4,3.2,2.0,0.2
2008-01-08,2043.55,127.452,240.8218,5.99,2197.0,3511.0,9793.0,18558.1667,55.36,10.4,3.2,2.0,0.2
2008-01-09,1788.44,125.336,241.2586,5.2319,1162.0,284.0,8963.0,19398.3333,55.36,10.4,3.2,2.0,0.2
2008-01-10,1894.076,120.504,240.8071,5.5946,1307.0,285.0,9992.0,19983.9333,55.36,10.4,3.2,2.0,0.2
2008-01-11,1705.818,95.484,240.41,4.9635,1261.0,290.0,7997.0,18882.3,55.36,10.4,3.2,2.0,0.2
2008-01-12,2871.408,162.724,239.9602,8.5239,5594.0,2621.0,11116.0,28525.8,55.36,10.4,3.2,2.0,0.2
2008-01-13,2886.11,144.786,239.747,8.4568,6505.0,341.0,9379.0,31876.8333,55.36,10.4,3.2,2.0,0.2
2008-01-14,2024.932,120.11,240.299,6.0146,5918.0,339.0,9738.0,17753.8667,55.36,10.4,3.2,2.0,0.2
2008-01-15,2686.912,113.144,240.7095,7.8912,782.0,6883.0,14512.0,22604.8667,55.36,10.4,3.2,2.0,0.2
2008-01-16,2135.852,128.93,240.4221,6.3196,1162.0,3430.0,9391.0,21614.5333,55.36,10.4,3.2,2.0,0.2
2008-01-17,1572.282,116.718,241.628,4.645,1007.0,350.0,8657.0,16190.7,55.36,10.4,3.2,2.0,0.2
2008-01-18,2186.988,119.29,239.9329,6.4322,1034.0,846.0,14983.0,19586.8,55.36,10.4,3.2,2.0,0.2
2008-01-19,1980.306,134.982,239.6059,5.8289,2521.0,6054.0,8015.0,16415.1,55.36,10.4,3.2,2.0,0.2
2008-01-20,1740.368,138.614,239.9445,5.1489,1775.0,380.0,4940.0,21911.1333,55.36,10.4,3.2,2.0,0.2
2008-01-21,1858.998,122.4,239.5648,5.519,0.0,376.0,10447.0,20160.3,55.36,10.4,3.2,2.0,0.2
2008-01-22,2325.018,143.462,240.0948,6.9288,4670.0,7640.0,7552.0,18888.3,55.36,10.4,3.2,2.0,0.2
2008-01-23,1882.308,107.984,240.907,5.5203,1116.0,387.0,13359.0,16509.8,55.36,10.4,3.2,2.0,0.2
2008-01-24,1645.022,104.306,240.7792,4.8879,1107.0,320.0,5935.0,20055.0333,55.36,10.4,3.2,2.0,0.2
2008-01-25,2239.856,119.626,240.7054,6.544,0.0,2421.0,11409.0,23500.9333,55.36,10.4,3.2,2.0,0.2
2008-01-26,2834.988,168.422,239.7602,8.3667,4925.0,311.0,15606.0,26407.8,55.36,10.4,3.2,2.0,0.2
2008-01-27,2381.766,140.758,241.3037,6.9849,3725.0,3818.0,7367.0,24786.1,55.36,10.4,3.2,2.0,0.2
2008-01-28,2308.196,107.836,240.4668,6.7696,1142.0,280.0,12792.0,24255.9333,55.36,10.4,3.2,2.0,0.2
2008-01-29,2676.024,117.176,240.6231,7.8422,1487.0,6199.0,11077.0,25837.4,55.36,10.4,3.2,2.0,0.2
2008-01-30,1640.646,116.47,241.6147,4.8264,0.0,261.0,7261.0,19822.1,55.36,10.4,3.2,2.0,0.2
2008-01-31,1953.922,137.576,241.8857,5.7933,1165.0,267.0,9437.0,21696.3667,55.36,10.4,3.2,2.0,0.2
2008-02-01,1534.652,179.25,240.3603,4.5176,336.0,280.0,7241.0,17720.5333,27.933,7.833,1.667,0.833,0.0
2008-02-02,2940.438,231.426,240.2892,8.6562,6286.0,2764.0,15206.0,24751.3,27.933,7.833,1.667,0.833,0.0
2008-02-03,2084.568,153.708,240.3407,6.1357,2319.0,4435.0,8452.0,19536.8,27.933,7.833,1.667,0.833,0.0
2008-02-04,1628.138,104.034,240.2552,4.7772,1161.0,252.0,9531.0,16191.6333,27.933,7.833,1.667,0.833,0.0
2008-02-05,2472.456,152.786,240.9769,7.2106,1098.0,7803.0,13717.0,18589.6,27.933,7.833,1.667,0.833,0.0
2008-02-06,1669.54,114.26,238.4137,4.9336,2114.0,356.0,8428.0,16927.6667,27.933,7.833,1.667,0.833,0.0
2008-02-07,1518.31,108.706,241.0705,4.4393,0.0,295.0,8089.0,16921.1667,27.933,7.833,1.667,0.833,0.0
2008-02-08,1950.564,119.094,240.4331,5.7472,940.0,1921.0,9563.0,20085.4,27.933,7.833,1.667,0.833,0.0
2008-02-09,2102.276,144.528,241.7645,6.09,2050.0,2838.0,10293.0,19856.9333,27.933,7.833,1.667,0.833,0.0
2008-02-10,2184.714,151.736,241.2752,6.3968,2562.0,2955.0,10128.0,20766.9,27.933,7.833,1.667,0.833,0.0
